state.steeringAngleDeg,state.vEgoRaw,actuators.rampType,actuators.precision,actuators.curvature,actuators.pathOffset,actuators.pathAngle,vehicleModel.actualCurvature,controlsState.desiredCurvature,controlsState.desiredSteeringAngleDeg
-9.5,8.450000000000001,2.0,0.0,0.0,0.0,-0.0369999999999999,0.0043287043145753,0.0021013175137341,-5.703096210846681
-9.0,8.458333333333334,2.0,0.0,0.0,0.0,-0.0349999999999999,0.0041065776966345,0.0019932189024984,-5.470534621930073
-8.099999999999909,8.461111111111112,2.0,0.0,0.0,0.0,-0.0329999999999999,0.0037127816595518,0.001870127627626,-5.201513391197017
-7.0,8.461111111111112,2.0,0.0,0.0,0.0,-0.0274999999999999,0.0032342809445353,0.0015880921855568,-4.566666242000723
-7.0,8.466666666666667,2.0,0.0,0.0,0.0,-0.0224999999999999,0.0032283461200297,0.0013387177605181,-4.008517596788246
-6.199999999999818,8.477777777777778,2.0,0.0,0.0,0.0,-0.0234999999999999,0.0028690294316357,0.0013918937183916,-4.150501696693679
-4.7999999999999545,8.486111111111112,2.0,0.0,0.0,0.0,-0.02,0.0022539365411822,0.0011912680929526,-3.707729902416312
-4.2999999999999545,8.477777777777778,2.0,0.0,0.0,0.0,-0.016,0.0020311635365948,0.0009735443745739,-3.2252095078778287
-4.2999999999999545,8.480555555555556,2.0,0.0,0.0,0.0,-0.013,0.0020218272976791,0.0008248267113231,-2.90044126238143
-3.399999999999864,8.494444444444445,2.0,0.0,0.0,0.0,-0.0105,0.0016204988277385,0.0006856635445728,-2.5982450643699573
-2.199999999999818,8.508333333333333,2.0,0.0,0.0,0.0,-0.007,0.0010958344044776,0.0004982933751307,-2.184884070775391
-1.0,8.502777777777778,2.0,0.0,0.0,0.0,-0.005,0.0005762487828794,0.0004086022963747,-1.997032026025908
0.0,8.505555555555556,2.0,0.0,0.0,0.0,-0.0055,0.0001439798770679,0.0004317644925322,-2.067503404419907
0.1000000000001364,8.527777777777779,2.0,0.0,0.0,0.0,-0.004,9.474772719056396e-05,0.0003566612431313,-1.9080495682104064
0.1000000000001364,8.536111111111111,2.0,0.0,0.0,0.0,0.0005,8.226826276707365e-05,0.0001192812924273,-1.3758458076523348
0.1000000000001364,8.536111111111111,2.0,0.0,0.0,0.0,0.0015,6.857941214987514e-05,5.780345964012668e-05,-1.2548787497889362
0.5,8.541666666666668,2.0,0.0,0.0,0.0,0.0035,-0.0001213998450883,-5.954929656581953e-05,-1.0059500118481022
1.0,8.55,2.0,0.0,0.0,0.0,0.0065,-0.0003473996945715,-0.0002325196983292,-0.6299134577773089
1.6000000000001364,8.558333333333334,2.0,0.0,0.0,0.0,0.004,-0.0006084683533674,-0.0001236634416272,-0.902147381113617
1.900000000000091,8.561111111111112,2.0,0.0,0.0,0.0,0.0035,-0.0007386124834512,-0.0001011724016279,-0.9673585800865896
1.800000000000182,8.56388888888889,2.0,0.0,0.0,0.0,0.0055,-0.0006928735668215,-0.0002035349025391,-0.7396608962576635
1.800000000000182,8.558333333333334,2.0,0.0,0.0,0.0,0.0075,-0.0006924479056811,-0.0002835433406289,-0.5623315760065742
2.200000000000045,8.555555555555555,2.0,0.0,0.0,0.0,0.0035,-0.0008614536728778,-9.179913467960432e-05,-1.0130261608312463
2.300000000000182,8.561111111111112,2.0,0.0,0.0,0.0,0.004,-0.0009004938217979,-0.000111540321086,-0.9743458671558468
2.200000000000045,8.56388888888889,2.0,0.0,0.0,0.0,0.003,-0.0008521102709877,-5.290431727189571e-05,-1.1117365680980844
2.200000000000045,8.566666666666666,2.0,0.0,0.0,0.0,0.002,-0.0008497523069225,-1.6114627214847133e-05,-1.194960481094288
1.7000000000000457,8.561111111111112,2.0,0.0,0.0,0.0,0.0,-0.0006342333575387,9.687712008599192e-05,-1.4527995759246368
1.2000000000000457,8.569444444444445,2.0,0.0,0.0,0.0,0.0035,-0.0004145869576893,-8.437992801191285e-05,-1.0306298014222035
1.2000000000000457,8.586111111111112,2.0,0.0,0.0,0.0,0.005,-0.0004068656416282,-0.0001403841451974,-0.8949579140900656
1.6000000000001364,8.58888888888889,2.0,0.0,0.0,0.0,0.0045,-0.0005708008279866,-0.0001148508526966,-0.947586600140018
1.6000000000001364,8.583333333333334,2.0,0.0,0.0,0.0,0.003,-0.0005624725895899,-4.050714778713882e-05,-1.114425072585289
1.6000000000001364,8.586111111111112,2.0,0.0,0.0,0.0,0.0035,-0.0005559847735836,-6.085845598136075e-05,-1.0578907715657289
1.5,8.597222222222223,2.0,0.0,0.0,0.0,0.003,-0.0005103672354994,-1.2684202374657616e-05,-1.1582304190275874
1.300000000000182,8.600000000000001,2.0,0.0,0.0,0.0,0.0005,-0.0004226508809725,0.0001200329279527,-1.4564570894857516
1.2000000000000457,8.591666666666667,2.0,0.0,0.0,0.0,0.0015,-0.000377763856938,6.038739229552448e-05,-1.3143630412570917
1.1000000000001364,8.591666666666667,2.0,0.0,0.0,0.0,-0.0005,-0.0003351502284617,0.0001643505966058,-1.5516053403983974
0.900000000000091,8.591666666666667,2.0,0.0,0.0,0.0,0.0,-0.0002496645132388,0.0001461458596168,-1.5064234410983772
0.8000000000001819,8.60277777777778,2.0,0.0,0.0,0.0,-0.001,-0.0002111780029048,0.0001910176797537,-1.6088070649160076
0.7000000000000455,8.608333333333334,2.0,0.0,0.0,0.0,-0.0005,-0.0001717777078658,0.0001704862370388,-1.562273253851417
0.3000000000001819,8.60277777777778,2.0,0.0,0.0,0.0,-0.002,-4.713692157723654e-06,0.0002273630962008,-1.6993879599241766
0.2000000000000454,8.60277777777778,2.0,0.0,0.0,0.0,-0.0025,3.2074602550366906e-05,0.00024108919024,-1.7401468806948932
0.2000000000000454,8.608333333333334,2.0,0.0,0.0,0.0,-0.0055,2.4694572127693763e-05,0.0003972875420004,-2.113724790978674
-0.3999999999998636,8.619444444444445,2.0,0.0,0.0,0.0,-0.008,0.0002740723321586,0.0005083738360553,-2.382842624818766
-1.699999999999818,8.619444444444445,2.0,0.0,0.0,0.0,-0.011,0.0008208582969976,0.0006582769565284,-2.7389288537963696
-2.599999999999909,8.61111111111111,2.0,0.0,0.0,0.0,-0.012,0.0011929184352514,0.0006891663651913,-2.820301564916002
-2.699999999999818,8.619444444444445,2.0,0.0,0.0,0.0,-0.0145,0.0012283555086995,0.0008114100783132,-3.1143514083722943
-2.899999999999864,8.625,2.0,0.0,0.0,0.0,-0.0165,0.0013132569801333,0.0009079617448151,-3.347271189234915
-3.0,8.619444444444445,2.0,0.0,0.0,0.0,-0.0175,0.0013548666298139,0.0009416352258995,-3.4337371652163564
-3.0,8.619444444444445,2.0,0.0,0.0,0.0,-0.0195,0.0013555209375892,0.0010483982041478,-3.691503876149146
-3.199999999999818,8.616666666666667,2.0,0.0,0.0,0.0,-0.0219999999999999,0.0014364038816058,0.0011813989840447,-4.007135872741118
-3.899999999999864,8.608333333333334,2.0,0.0,0.0,0.0,-0.0264999999999999,0.0017281721163976,0.0013910585548728,-4.501036565902049
-5.699999999999818,8.616666666666667,2.0,0.0,0.0,0.0,-0.0309999999999999,0.0024931395753254,0.0016044811345636,-5.003614542669279
-6.699999999999818,8.619444444444445,2.0,0.0,0.0,0.0,-0.0299999999999999,0.0029066112746387,0.0015350024914368,-4.850342308352815
-7.099999999999909,8.619444444444445,2.0,0.0,0.0,0.0,-0.0324999999999999,0.003063622001891,0.0016603119438514,-5.151023668650917
-7.299999999999954,8.605555555555556,2.0,0.0,0.0,0.0,-0.0304999999999999,0.0031433001884873,0.0015461040893569,-4.899708619603256
-7.699999999999818,8.605555555555556,2.0,0.0,0.0,0.0,-0.0304999999999999,0.0033108179578423,0.0015316228382289,-4.876854206237349
-7.699999999999818,8.608333333333334,2.0,0.0,0.0,0.0,-0.0304999999999999,0.003305582555006,0.0015197745524346,-4.859168765618071
-7.5,8.608333333333334,2.0,0.0,0.0,0.0,-0.0284999999999999,0.0032166792547653,0.0014282995834946,-4.656258093469737
-7.199999999999818,8.597222222222223,2.0,0.0,0.0,0.0,-0.0269999999999999,0.0030883678884716,0.0013504084199666,-4.483907708773358
-6.5,8.594444444444445,2.0,0.0,0.0,0.0,-0.0269999999999999,0.002788577216559,0.0013372611720114,-4.459938361333789
-6.099999999999909,8.594444444444445,2.0,0.0,0.0,0.0,-0.0264999999999999,0.0026198497378354,0.0013334609102457,-4.457459610831831
-5.899999999999864,8.597222222222223,2.0,0.0,0.0,0.0,-0.0229999999999999,0.0025353119667214,0.0011445379350334,-4.025745087180138
-5.399999999999864,8.594444444444445,2.0,0.0,0.0,0.0,-0.0209999999999999,0.0023194569735966,0.0010591680184006,-3.8341777602554754
-5.0,8.58888888888889,2.0,0.0,0.0,0.0,-0.0175,0.002146829168697,0.0008839083020575,-3.4335764491981577
-4.0,8.577777777777778,2.0,0.0,0.0,0.0,-0.015,0.0017177950185852,0.000741935276892,-3.1078882149956435
-3.099999999999909,8.577777777777778,2.0,0.0,0.0,0.0,-0.015,0.0013342705527075,0.0007551273447461,-3.1422137658442604
