state.vEgoRaw,state.steeringAngleDeg,state.steeringPressed,actuators.enabled,actuators.rampType,actuators.precision,actuators.curvature,actuators.pathOffset,actuators.pathAngle,vehicleModel.actualCurvature,controlsState.desiredCurvature,controlsState.desiredSteeringAngleDeg
0.48333333333333334,-207.79999999999995,True,False,0.0,0.0,0.0,0.0,0.0,0.09731668651926192,0.0,0.0
1.0027777777777778,-333.5,True,False,2.0,0.0,0.0,0.0,0.0,0.15469342354928653,0.00021532860409934074,-0.46206701830387664
1.0222222222222224,-337.1999999999998,True,False,2.0,0.0,0.0,0.0,0.0,0.1575207853435749,0.0005242819897830486,-1.1251499118335646
1.088888888888889,-343.39999999999986,True,False,2.0,0.0,0.0,0.0,0.0,0.1603834904080957,1.5943089238135144e-05,-0.03422071677490782
1.1305555555555558,-349.1999999999998,True,False,2.0,0.0,0.0,0.0,0.0,0.163068094114797,-0.0001580839598318562,0.3393526075636251
1.188888888888889,-354.6999999999998,True,False,2.0,0.0,0.0,0.0,0.0,0.1656041274100805,-0.0004846466763410717,1.0405358015470316
1.2361111111111112,-359.5,True,False,2.0,0.0,0.0,0.0,0.0,0.1678174368141886,-0.0016297490801662207,3.499535631518545
1.3083333333333333,-363.79999999999995,True,False,2.0,0.0,0.0,0.0,0.0,0.16978365243444546,-0.0015825510490685701,3.3989148132335085
1.35,-367.6999999999998,True,False,2.0,0.0,0.0,0.0,0.0,0.17157739698790295,0.0037622146774083376,-8.08131614197564
1.4083333333333334,-371.29999999999995,True,False,2.0,0.0,0.0,0.0,0.0,0.17322093025350332,0.0059455400332808495,-12.772612978150539
1.452777777777778,-374.70000000000005,True,False,2.0,0.0,0.0,0.0,0.0,0.1747776331725573,0.0093557583168149,-20.103100729734912
1.5194444444444444,-377.89999999999986,True,False,2.0,0.0,0.0,0.0,0.0,0.17622626380378284,0.009435116313397884,-20.27829281883345
1.5694444444444446,-380.70000000000005,True,False,2.0,0.0,0.0,0.0,0.0,0.1774971754773781,0.013842839747667313,-29.75687433759698
1.6444444444444446,-382.89999999999986,True,False,2.0,0.0,0.0,0.0,0.0,0.17847059718824893,0.039728470146656036,-85.41613607883329
1.6916666666666667,-384.89999999999986,True,False,2.0,0.0,0.0,0.0,0.0,0.1793678896346383,0.0482986718416214,-103.87200385476042
1.7805555555555557,-386.70000000000005,True,False,2.0,0.0,0.0,0.0,0.0,0.18014024864480216,0.05889397859573364,-126.7038913411136
1.8333333333333335,-388.29999999999995,True,False,2.0,0.0,0.0,0.0,0.0,0.18084388530626863,0.06789369881153107,-146.0981586580217
1.9166666666666667,-389.79999999999995,True,False,2.0,0.0,0.0,0.0,0.0,0.181475090887279,0.07214915752410889,-155.3116843001011
1.9722222222222225,-390.70000000000005,True,False,2.0,0.0,0.0,0.0,0.0,0.18184756840540778,0.07950873672962189,-171.19719228907394
2.0583333333333336,-391.0999999999999,True,False,2.0,0.0,0.0,0.0,0.0,0.18196003798255608,0.08048669248819351,-173.3727281607647
2.1222222222222227,-391.29999999999995,True,False,2.0,0.0,0.0,0.0,0.0,0.18199648856502826,0.08089544624090195,-174.30720411767052
2.2194444444444446,-391.29999999999995,True,False,2.0,0.0,0.0,0.0,0.0,0.1819074299386396,0.08013147860765457,-172.74559796252103
2.2833333333333337,-391.20000000000005,True,False,2.0,0.0,0.0,0.0,0.0,0.18180041237784092,0.07994282990694046,-172.39638859035827
2.3666666666666667,-391.20000000000005,True,False,2.0,0.0,0.0,0.0,0.0,0.18171880719659586,0.08067704737186432,-174.03412237301166
2.411111111111111,-391.0999999999999,True,False,2.0,0.0,0.0,0.0,0.0,0.1816277802233171,0.08065175265073776,-174.04608369294937
2.4722222222222223,-390.89999999999986,True,False,2.0,0.0,0.0,0.0,0.0,0.18147238371454294,0.0816560685634613,-176.27429282321202
2.5138888888888893,-389.89999999999986,True,False,2.0,0.0,0.0,0.0,0.0,0.18096562548930906,0.08287720382213593,-178.95343833535838
2.5805555555555557,-388.0,True,False,2.0,0.0,0.0,0.0,0.0,0.18001493181143363,0.08435822278261185,-182.19887019885536
2.6194444444444445,-385.39999999999986,True,False,2.0,0.0,0.0,0.0,0.0,0.17876946325683818,0.08372793346643448,-180.90376732307055
