state.vEgoRaw,state.steeringAngleDeg,state.steeringPressed,actuators.enabled,actuators.rampType,actuators.precision,actuators.curvature,actuators.pathOffset,actuators.pathAngle,vehicleModel.actualCurvature,controlsState.desiredCurvature,controlsState.desiredSteeringAngleDeg
0.0,1.300000000000182,True,False,0.0,0.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.2000000000000455,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007465603841766853,0.0,0.0
0.0,1.2000000000000455,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007465603841766853,0.0,0.0
0.0,1.2000000000000455,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007465603841766853,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
0.0,1.300000000000182,True,False,3.0,1.0,0.0,0.0,0.0,-0.0007937994287035708,0.0,0.0
