carState.vEgo,carState.steeringAngleDeg,carState.steeringAngle,carState.steeringTorque,carState.steeringPressed,can.Yaw_Data_FD1.VehRol_W_Actl,can.Yaw_Data_FD1.VehYaw_W_Actl,sendcan.LateralMotionControl.LatCtlPath_An_Actl,liveParameters.roll,liveParameters.rollAngleDeg,liveParameters.rollAngle,liveParameters.actualCurvature,liveParameters.stockRollAngleDeg,liveParameters.stockRollAngle,controlsState.desiredCurvature,controlsState.lateralControlState.angleState.active,controlsState.lateralControlState.angleState.steeringAngleDeg,controlsState.lateralControlState.angleState.steeringAngle,controlsState.lateralControlState.angleState.steeringAngleDesiredDeg,controlsState.lateralControlState.angleState.steeringAngleDesired,controlsState.steeringAngleDeltaDeg,controlsState.steeringAngleDelta,actuatorsOutput.steeringAngleDeg,actuatorsOutput.steeringAngle
34.20952606201172,1.5,0.0261799387799149,-0.125,False,6.6068,0.0134000000000007,0.018,-0.030422855168581,-0.0077077550376954,-0.0001345257033449,-0.000517671173588,1.6738598563765763,0.0292143657107306,-0.0009956317953765,True,1.5,0.0261799387799149,3.452141761779785,0.0602512399886549,1.9521417617797847,0.03407130120874,3.452141761779785,0.0602512399886549
34.21440124511719,1.5,0.0261799387799149,0.0,False,6.6068,0.0144000000000001,0.018,-0.0302410870790481,-0.0076616872122887,-0.0001337216681123,-0.0005192642427401,1.6738563313492751,0.029214304187398,-0.0009874787647277,True,1.5,0.0261799387799149,3.424264907836914,0.0597646971022543,1.924264907836914,0.0335847583223393,3.424264907836914,0.0597646971022543
34.21662139892578,1.5,0.0261799387799149,0.0,False,6.6068,0.0163999999999999,0.0184999999999999,-0.0301301889121532,-0.0076335505594075,-0.0001332305908791,-0.0005238666585358,1.6738475149603531,0.0292141503123832,-0.0010173746850341,True,1.5,0.0261799387799149,3.5401432514190674,0.0617871557295201,2.0401432514190674,0.0356072169496052,3.5401432514190674,0.0617871557295201
34.218650817871094,1.399999976158142,0.0244346091118016,0.0,False,6.6068,0.0154000000000005,0.0184999999999999,-0.0299664642661809,-0.0075920310411347,-0.0001325059385814,-0.0005035586496247,1.6738388031709313,0.029213998262974,-0.0010229779873043,True,1.399999976158142,0.0244346091118016,3.5443267822265625,0.0618601721164695,2.1443268060684204,0.0374255630046678,3.5443267822265625,0.0618601721164695
34.218116760253906,1.399999976158142,0.0244346091118016,-0.0625,False,6.6068,0.0154000000000005,0.018,-0.0298607572913169,-0.0075651985228047,-0.0001320376227899,-0.0005091219083737,1.673827395362143,0.0292137991591502,-0.0010122173698619,True,1.399999976158142,0.0244346091118016,3.483290195465088,0.0607948827133026,2.083290219306946,0.0363602736015009,3.4833357334136963,0.0607956775004404
34.21793365478516,1.2999999523162842,0.0226892794436884,0.125,False,6.6068,0.0116000000000004,0.018,-0.0297325495630502,-0.0075327027304581,-0.0001314704642204,-0.0004861337457398,1.6738241802660063,0.0292137430451369,-0.0010250189807265,True,1.2999999523162842,0.0226892794436884,3.512899398803711,0.0613116608004541,2.2128994464874268,0.0386223813567656,3.512899398803711,0.0613116608004541
34.21572494506836,1.399999976158142,0.0244346091118016,-0.0625,False,6.6068,0.0083999999999999,0.018,-0.0295992493629455,-0.0074989410342023,-0.0001308812114597,-0.0005090652204831,1.6738263534071425,0.0292137809736048,-0.001006772974506,True,1.399999976158142,0.0244346091118016,3.432101964950561,0.0599014795525543,2.0321019887924194,0.0354668704407526,3.432101964950561,0.0599014795525543
34.21514129638672,1.399999976158142,0.0244346091118016,0.0625,False,6.6068,0.0086000000000003,0.0174999999999999,-0.0294276606291532,-0.007455494058703,-0.0001301229186872,-0.0005053499176902,1.6738319354628497,0.0292138783988559,-0.0010020275367423,True,1.399999976158142,0.0244346091118016,3.418806314468384,0.0596694266754459,2.0188063383102417,0.0352348175636442,3.418806314468384,0.0596694266754459
34.21152114868164,1.600000023841858,0.0279252684480281,-0.125,False,6.6068,0.0087999999999999,0.0174999999999999,-0.0291953366249799,-0.0073966708189533,-0.0001290962594769,-0.000548829198971,1.6738400859830735,0.0292140206522696,-0.0009868495399132,True,1.600000023841858,0.0279252684480281,3.371536493301392,0.058844412659253,1.7715364694595337,0.0309191442112248,3.371536493301392,0.058844412659253
34.20427322387695,1.600000023841858,0.0279252684480281,0.0,False,6.6068,0.0100000000000006,0.0174999999999999,-0.0289186332374811,-0.0073265929578743,-0.0001278731700683,-0.0005451677576321,1.6738458542136885,0.0292141213268858,-0.0009733723709359,True,1.600000023841858,0.0279252684480281,3.3376734256744385,0.0582533906343371,1.7376734018325806,0.030328122186309,3.337512731552124,0.0582505859928142
