state.steeringAngleDeg,state.vEgoRaw,actuators.rampType,actuators.precision,actuators.curvature,actuators.pathOffset,actuators.pathAngle,vehicleModel.actualCurvature,controlsState.desiredCurvature,controlsState.desiredSteeringAngleDeg
2.300000000000182,8.416666666666668,2.0,0.0,0.0,0.0,0.008,-0.0005456023846529,4.737948620459065e-05,-0.9443284004508848
2.400000000000091,8.419444444444446,2.0,0.0,0.0,0.0,0.0085,-0.0005826230075611,1.6054040315793827e-05,-0.8664893963899358
2.6000000000001364,8.419444444444446,2.0,0.0,0.0,0.0,0.01,-0.0006650724914161,-5.378711284720339e-05,-0.7004609420325819
2.800000000000182,8.427777777777779,2.0,0.0,0.0,0.0,0.01,-0.0007479317148091,-4.057248588651419e-05,-0.7263680944777117
2.900000000000091,8.430555555555557,2.0,0.0,0.0,0.0,0.0105,-0.0007888490924473,-6.924534682184458e-05,-0.6575647934996842
3.1000000000001364,8.425,2.0,0.0,0.0,0.0,0.0105,-0.0008760356255217,-7.200647087302059e-05,-0.6510429019412133
3.200000000000045,8.425,2.0,0.0,0.0,0.0,0.0095,-0.0009193645869886,-1.2855334716732614e-05,-0.7903921011404915
3.200000000000045,8.425,2.0,0.0,0.0,0.0,0.011,-0.0009177267212027,-9.417964611202478e-05,-0.6042229334578866
3.200000000000045,8.433333333333334,2.0,0.0,0.0,0.0,0.013,-0.0009143658222998,-0.0001896805915748,-0.3820124477436004
3.300000000000182,8.436111111111112,2.0,0.0,0.0,0.0,0.012,-0.0009549319285017,-0.0001422542263753,-0.48654072496289
3.7000000000000455,8.444444444444445,2.0,0.0,0.0,0.0,0.013,-0.0011220375350337,-0.000186365796253,-0.3826049265223704
3.900000000000091,8.441666666666666,2.0,0.0,0.0,0.0,0.013,-0.0011980856828853,-0.0001799527963157,-0.3943687512935825
4.2000000000000455,8.447222222222223,2.0,0.0,0.0,0.0,0.014,-0.0013172938661809,-0.0002076522505376,-0.3247245040067874
4.5,8.450000000000001,2.0,0.0,0.0,0.0,0.012,-0.0014409909710453,-0.0001008258477668,-0.562664245086135
4.400000000000091,8.461111111111112,2.0,0.0,0.0,0.0,0.012,-0.0013924102474615,-8.399809303227812e-05,-0.592569312891497
4.300000000000182,8.463888888888889,2.0,0.0,0.0,0.0,0.012,-0.0013447492387056,-9.864019375527278e-05,-0.5504114846547257
4.2000000000000455,8.461111111111112,2.0,0.0,0.0,0.0,0.0095,-0.001300126038911,3.7802743463544175e-05,-0.8561628572039033
4.100000000000136,8.455555555555556,2.0,0.0,0.0,0.0,0.011,-0.0012559064114296,-2.9639864806085825e-05,-0.6988879859583974
4.0,8.466666666666667,2.0,0.0,0.0,0.0,0.009,-0.0012143322622863,7.324458420043811e-05,-0.9355735324309412
3.900000000000091,8.472222222222223,2.0,0.0,0.0,0.0,0.0075,-0.0011740924118443,0.0001537832431495,-1.1230149233714246
3.400000000000091,8.469444444444445,2.0,0.0,0.0,0.0,0.01,-0.00096124879119,2.2683057977701537e-05,-0.8234281418108642
3.0,8.469444444444445,2.0,0.0,0.0,0.0,0.0095,-0.0007932979113512,4.3413547246018425e-05,-0.8725138678195187
3.1000000000001364,8.483333333333334,2.0,0.0,0.0,0.0,0.0085,-0.0008384677843464,8.037748193601146e-05,-0.9587882090123968
3.0,8.494444444444445,2.0,0.0,0.0,0.0,0.0065,-0.0007948062496387,0.0001850977714639,-1.2014754554901408
3.0,8.497222222222222,2.0,0.0,0.0,0.0,0.006,-0.000793956410222,0.0002013976481975,-1.2426704474536476
2.900000000000091,8.494444444444445,2.0,0.0,0.0,0.0,0.0065,-0.0007510487518265,0.000184630829608,-1.209743512039313
2.900000000000091,8.502777777777778,2.0,0.0,0.0,0.0,0.0065,-0.0007571856914624,0.0001697064144536,-1.182376221833583
2.800000000000182,8.511111111111111,2.0,0.0,0.0,0.0,0.0055,-0.0007198375767235,0.0002296511374879,-1.328789155349429
2.700000000000045,8.516666666666667,2.0,0.0,0.0,0.0,0.0045,-0.0006818378185953,0.000265854265308,-1.4195898747547606
2.200000000000045,8.519444444444446,2.0,0.0,0.0,0.0,0.0065,-0.0004691295410931,0.0001723417663015,-1.2109109772160191
2.0,8.527777777777779,2.0,0.0,0.0,0.0,0.009,-0.0003894805336519,2.700021468626801e-05,-0.8826363626566291
2.300000000000182,8.530555555555557,2.0,0.0,0.0,0.0,0.0105,-0.0005253598616345,-4.736848859465681e-05,-0.7186545643829327
2.5,8.547222222222222,2.0,0.0,0.0,0.0,0.0075,-0.0006170012367552,9.355949441669507e-05,-1.0530067778583203
2.700000000000045,8.55,2.0,0.0,0.0,0.0,0.009,-0.0007074710148417,2.0000175936729647e-05,-0.89620608659406
2.700000000000045,8.55,2.0,0.0,0.0,0.0,0.011,-0.0007130120687157,-8.738724136492237e-05,-0.6622782160117858
2.900000000000091,8.55,2.0,0.0,0.0,0.0,0.0075,-0.0008054303488866,7.607297447975725e-05,-1.0508128415647358
3.0,8.566666666666666,2.0,0.0,0.0,0.0,0.004,-0.0008527218880554,0.0002425661223242,-1.4425293549484666
2.800000000000182,8.572222222222223,2.0,0.0,0.0,0.0,0.0075,-0.0007709592600784,7.776619895594195e-05,-1.0698549322983195
2.6000000000001364,8.580555555555556,2.0,0.0,0.0,0.0,0.008,-0.0006882177490509,3.609969644458033e-05,-0.9820772520301896
2.700000000000045,8.583333333333334,2.0,0.0,0.0,0.0,0.009,-0.0007351933114662,-2.0604511519195512e-05,-0.8618267216935884
2.700000000000045,8.586111111111112,2.0,0.0,0.0,0.0,0.014,-0.0007400214561056,-0.0002713015419431,-0.2956544339390836
2.900000000000091,8.60277777777778,2.0,0.0,0.0,0.0,0.019,-0.0008299360373839,-0.0005773360608145,0.3972064139793491
3.400000000000091,8.616666666666667,2.0,0.0,0.0,0.0,0.022,-0.0010496740771511,-0.0006888335337862,0.6440580260340649
4.900000000000091,8.619444444444445,2.0,0.0,0.0,0.0,0.021,-0.0016981638743602,-0.0006297532236203,0.4965246711647589
6.5,8.625,2.0,0.0,0.0,0.0,0.0194999999999999,-0.0023798865040101,-0.0005635388661175,0.3332907963449776
6.600000000000136,8.633333333333335,2.0,0.0,0.0,0.0,0.0174999999999999,-0.0024194120048397,-0.0004573944897856,0.0815605088004822
6.300000000000182,8.630555555555556,2.0,0.0,0.0,0.0,0.016,-0.0022976036313225,-0.0003784535219892,-0.1118678402481312
6.5,8.652777777777779,2.0,0.0,0.0,0.0,0.0164999999999999,-0.0023897406212618,-0.0004049908893648,-0.0684887928738441
5.800000000000182,8.625,2.0,0.0,0.0,0.0,0.016,-0.0020967736970878,-0.000377230317099,-0.1456122857079314
5.100000000000136,8.641666666666667,2.0,0.0,0.0,0.0,0.015,-0.0018003828477643,-0.0003364814911037,-0.2455103556580424
4.7000000000000455,8.669444444444444,2.0,0.0,0.0,0.0,0.0134999999999999,-0.0016270491336092,-0.0002804009709507,-0.3778392541422479
4.100000000000136,8.683333333333334,2.0,0.0,0.0,0.0,0.0144999999999999,-0.0013669902346595,-0.0003169764822814,-0.2943303614031674
4.100000000000136,8.697222222222223,2.0,0.0,0.0,0.0,0.019,-0.001359561008096,-0.0007556412019766,0.7174199260093933
4.400000000000091,8.708333333333334,2.0,0.0,0.0,0.0,0.018,-0.0014832430004621,-0.0004903128137812,0.1010116458264358
4.600000000000136,8.708333333333334,2.0,0.0,0.0,0.0,0.0174999999999999,-0.0015640613435414,-0.0004641273699235,0.0372585263182006
4.900000000000091,8.711111111111112,2.0,0.0,0.0,0.0,0.014,-0.0016925681453167,-0.0002925642766058,-0.3598553549176228
4.7000000000000455,8.719444444444445,2.0,0.0,0.0,0.0,0.015,-0.0016029448112879,-0.0003360963601153,-0.2592555410024108
4.600000000000136,8.727777777777778,2.0,0.0,0.0,0.0,0.019,-0.0015567210553021,-0.0005285264342091,0.1874041313425592
4.600000000000136,8.733333333333334,2.0,0.0,0.0,0.0,0.0174999999999999,-0.0015551767816806,-0.0004578784573823,0.0287658908204756
4.7000000000000455,8.738888888888889,2.0,0.0,0.0,0.0,0.0224999999999999,-0.001596701756072,-0.0008164380560629,0.864600516268921
4.7000000000000455,8.755555555555556,2.0,0.0,0.0,0.0,0.026,-0.001594118868409,-0.0008855749620124,1.0292988423120693
4.800000000000182,8.766666666666667,2.0,0.0,0.0,0.0,0.031,-0.0016322411463498,-0.0011223978362977,1.5803308371296287
5.400000000000091,8.775,2.0,0.0,0.0,0.0,0.0304999999999999,-0.0018850810736465,-0.0011019814992323,1.5364058806090597
6.900000000000091,8.783333333333333,2.0,0.0,0.0,0.0,0.032,-0.0025228516433673,-0.0011626124614849,1.6780076975740938
