state.vEgoRaw,state.steeringAngleDeg,state.steeringPressed,actuators.enabled,actuators.rampType,actuators.precision,actuators.curvature,actuators.pathOffset,actuators.pathAngle,vehicleModel.actualCurvature,controlsState.desiredCurvature,controlsState.desiredSteeringAngleDeg
0.0,7.900000000000091,True,False,0.0,0.0,0.0,0.0,0.0,-0.003464308037771161,0.0,0.0
0.0,8.700000000000045,True,False,2.0,0.0,0.0,0.0,0.04249999999999998,-0.003792944920975618,0.0,0.0
0.0,8.900000000000091,True,False,2.0,0.0,0.0,0.0,0.04249999999999998,-0.003933789299491784,0.0,0.0
0.0,9.100000000000136,True,False,2.0,0.0,0.0,0.0,0.07600000000000007,-0.00402768555183593,0.0,0.0
0.0,9.100000000000136,True,False,2.0,0.0,0.0,0.0,0.07750000000000001,-0.00402768555183593,0.0,0.0
0.0,9.100000000000136,True,False,2.0,0.0,0.0,0.0,0.07750000000000001,-0.00402768555183593,0.0,0.0
0.0,9.100000000000136,True,False,2.0,0.0,0.0,0.0,0.07750000000000001,-0.00402768555183593,0.0,0.0
0.0,9.200000000000045,True,False,2.0,0.0,0.0,0.0,0.07750000000000001,-0.0040746336780079495,0.0,0.0
0.0,9.300000000000182,True,False,2.0,0.0,0.0,0.0,0.07850000000000001,-0.004121581804180076,0.0,0.0
0.0,9.400000000000091,True,False,2.0,0.0,0.0,0.0,0.07950000000000002,-0.0041685299303520955,0.0,0.0
0.0,9.400000000000091,True,False,2.0,0.0,0.0,0.0,0.08050000000000002,-0.0041685299303520955,0.0,0.0
0.0,9.300000000000182,True,False,2.0,0.0,0.0,0.0,0.08050000000000002,-0.004121581804180076,0.0,0.0
0.0,9.300000000000182,True,False,2.0,0.0,0.0,0.0,0.07950000000000002,-0.004121581804180076,0.0,0.0
0.0,9.200000000000045,True,False,2.0,0.0,0.0,0.0,0.07950000000000002,-0.0040746336780079495,0.0,0.0
0.0,9.100000000000136,True,False,2.0,0.0,0.0,0.0,0.07850000000000001,-0.00402768555183593,0.0,0.0
0.0,9.100000000000136,True,False,2.0,0.0,0.0,0.0,0.07750000000000001,-0.00402768555183593,0.0,0.0
0.0,9.200000000000045,True,False,2.0,0.0,0.0,0.0,0.07750000000000001,-0.0040746336780079495,0.0,0.0
0.0,9.300000000000182,True,False,2.0,0.0,0.0,0.0,0.07850000000000001,-0.004121581804180076,0.0,0.0
0.0,9.800000000000182,True,False,2.0,0.0,0.0,0.0,0.08050000000000002,-0.0043563224350403875,0.0,0.0
0.0,10.400000000000091,True,False,2.0,0.0,0.0,0.0,0.08450000000000002,-0.004638011192072718,0.0,0.0
0.0,11.100000000000136,True,False,2.0,0.0,0.0,0.0,0.08950000000000002,-0.004966648075277176,0.0,0.0
0.0,11.5,True,False,2.0,0.0,0.0,0.0,0.09499999999999997,-0.00515444057996536,0.0,0.0
0.0,11.700000000000045,True,False,2.0,0.0,0.0,0.0,0.09850000000000003,-0.005248336832309507,0.0,0.0
0.0,11.700000000000045,True,False,2.0,0.0,0.0,0.0,0.09999999999999998,-0.005248336832309507,0.0,0.0
0.0,11.5,True,False,2.0,0.0,0.0,0.0,0.09999999999999998,-0.00515444057996536,0.0,0.0
0.0,11.100000000000136,True,False,2.0,0.0,0.0,0.0,0.09850000000000003,-0.004966648075277176,0.0,0.0
0.0,11.800000000000182,True,False,2.0,0.0,0.0,0.0,0.09499999999999997,-0.0052952849584816325,0.0,0.0
0.0,14.100000000000136,True,False,2.0,0.0,0.0,0.0,0.10350000000000004,-0.006375091860439044,0.0,0.0
0.0,15.400000000000091,True,False,2.0,0.0,0.0,0.0,0.12050000000000005,-0.006985417500675833,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.134,-0.007407950636224435,0.0,0.0
0.0,16.5,True,False,2.0,0.0,0.0,0.0,0.14,-0.007501846888568474,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.14100000000000001,-0.007407950636224435,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.13950000000000007,-0.007407950636224435,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.13950000000000007,-0.007407950636224435,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.13950000000000007,-0.007407950636224435,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.13950000000000007,-0.007407950636224435,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.13950000000000007,-0.007407950636224435,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.13950000000000007,-0.007407950636224435,0.0,0.0
0.0,16.300000000000182,True,False,2.0,0.0,0.0,0.0,0.13950000000000007,-0.007407950636224435,0.0,0.0
0.0,16.5,True,False,2.0,0.0,0.0,0.0,0.14,-0.007501846888568474,0.0,0.0
0.0,16.800000000000182,True,False,2.0,0.0,0.0,0.0,0.14100000000000001,-0.007642691267084747,0.0,0.0
0.0,17.40000000000009,True,False,2.0,0.0,0.0,0.0,0.14349999999999996,-0.007924380024117078,0.0,0.0
0.0,18.90000000000009,True,False,2.0,0.0,0.0,0.0,0.15049999999999997,-0.008628601916698012,0.0,0.0
0.0,21.200000000000045,True,False,2.0,0.0,0.0,0.0,0.16400000000000003,-0.009708408818655423,0.0,0.0
0.0,23.800000000000182,True,False,2.0,0.0,0.0,0.0,0.1855,-0.010929060099129107,0.0,0.0
0.0,26.300000000000182,True,False,2.0,0.0,0.0,0.0,0.20750000000000002,-0.012102763253430664,0.0,0.0
0.0,28.800000000000182,True,False,2.0,0.0,0.0,0.0,0.22899999999999998,-0.013276466407732222,0.0,0.0
0.0,31.40000000000009,True,False,2.0,0.0,0.0,0.0,0.25050000000000006,-0.014497117688205795,0.0,0.0
0.0,33.90000000000009,True,False,2.0,0.0,0.0,0.0,0.27149999999999996,-0.015670820842507354,0.0,0.0
0.0,36.30000000000018,True,False,2.0,0.0,0.0,0.0,0.29400000000000004,-0.01679757587063689,0.0,0.0
0.0,38.200000000000045,True,False,2.0,0.0,0.0,0.0,0.3135,-0.01768959026790601,0.0,0.0
0.0,39.600000000000136,True,False,2.0,0.0,0.0,0.0,0.32900000000000007,-0.018346864034314927,0.0,0.0
0.0,40.40000000000009,True,False,2.0,0.0,0.0,0.0,0.33899999999999997,-0.018722449043691403,0.0,0.0
0.0,40.80000000000018,True,False,2.0,0.0,0.0,0.0,0.346,-0.018910241548379697,0.0,0.0
0.0,40.80000000000018,True,False,2.0,0.0,0.0,0.0,0.34850000000000003,-0.018910241548379697,0.0,0.0
0.0,40.90000000000009,True,False,2.0,0.0,0.0,0.0,0.34850000000000003,-0.018957189674551712,0.0,0.0
0.0,40.90000000000009,True,False,2.0,0.0,0.0,0.0,0.34950000000000003,-0.018957189674551712,0.0,0.0
0.0,41.40000000000009,True,False,2.0,0.0,0.0,0.0,0.35050000000000003,-0.019191930305412025,0.0,0.0
0.0,42.600000000000136,True,False,2.0,0.0,0.0,0.0,0.35450000000000004,-0.019755307819476795,0.0,0.0
0.0,46.200000000000045,True,False,2.0,0.0,0.0,0.0,0.36750000000000005,-0.021445440361670995,0.0,0.0
0.0,54.30000000000018,True,False,2.0,0.0,0.0,0.0,0.404,-0.025248238581608105,0.0,0.0
0.022222222222222223,69.0,True,False,2.0,0.0,0.0,0.0,0.44700000000000006,-0.03214959461795516,0.0,0.0
