state.vEgoRaw,state.steeringAngleDeg,state.steeringPressed,actuators.enabled,actuators.rampType,actuators.precision,actuators.curvature,actuators.pathOffset,actuators.pathAngle,vehicleModel.actualCurvature,controlsState.desiredCurvature,controlsState.desiredSteeringAngleDeg
0.0,-5.599999999999909,False,False,0.0,0.0,0.0,0.0,0.0,0.0030508340027028194,0.0,0.0
0.0,-5.399999999999864,True,False,2.0,0.0,0.0,0.0,0.0,0.002909120454258035,0.0,0.0
0.0,-5.399999999999864,True,False,2.0,0.0,0.0,0.0,0.0,0.002909120454258035,0.0,0.0
0.0,-5.399999999999864,True,False,2.0,0.0,0.0,0.0,0.0,0.002909120454258035,0.0,0.0
0.0,-5.2999999999999545,True,False,2.0,0.0,0.0,0.0,0.0,0.0028618826047764763,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-4.899999999999864,True,False,2.0,0.0,0.0,0.0,0.0,0.0026729312068500257,0.0,0.0
0.0,-4.2999999999999545,True,False,2.0,0.0,0.0,0.0,0.0,0.0023895041099604567,0.0,0.0
0.0,-4.0,True,False,2.0,0.0,0.0,0.0,0.0,0.002247790561515673,0.0,0.0
0.0,-4.099999999999909,True,False,2.0,0.0,0.0,0.0,0.0,0.0022950284109972316,0.0,0.0
0.0,-4.2999999999999545,True,False,2.0,0.0,0.0,0.0,0.0,0.0023895041099604567,0.0,0.0
0.0,-4.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.002342266260478791,0.0,0.0
0.0,-4.099999999999909,True,False,2.0,0.0,0.0,0.0,0.0,0.0022950284109972316,0.0,0.0
0.0,-4.2999999999999545,True,False,2.0,0.0,0.0,0.0,0.0,0.0023895041099604567,0.0,0.0
0.0,-4.599999999999909,True,False,2.0,0.0,0.0,0.0,0.0,0.002531217658405241,0.0,0.0
0.0,-5.199999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.00281464475529481,0.0,0.0
0.0,-6.099999999999909,True,False,2.0,0.0,0.0,0.0,0.0,0.0032397854006292704,0.0,0.0
0.0,-5.699999999999818,True,False,2.0,0.0,0.0,0.0,0.0,0.0030508340027028194,0.0,0.0
0.0,-4.899999999999864,True,False,2.0,0.0,0.0,0.0,0.0,0.0026729312068500257,0.0,0.0
0.0,-4.099999999999909,True,False,2.0,0.0,0.0,0.0,0.0,0.0022950284109972316,0.0,0.0
0.0,-3.5,True,False,2.0,0.0,0.0,0.0,0.0,0.0020116013141076635,0.0,0.0
